path_name,noise_level,loss,relative_loss
causal,9.999999999999999e-06,0.5045686697006225,1.0003794804065953
causal,9.999999999999999e-06,0.5044694665431977,1.0001827959728626
causal,9.999999999999999e-06,0.504559825372696,1.000361945262804
causal,9.999999999999999e-06,0.504195732831955,0.9996400797792764
causal,9.999999999999999e-06,0.5044176513195038,1.000080064888535
causal,9.999999999999999e-06,0.5044382472038269,1.0001208991719437
causal,9.999999999999999e-06,0.5043261500835419,0.9998986506145523
causal,9.999999999999999e-06,0.5045609968185425,1.000364267821571
causal,9.999999999999999e-06,0.5039688824176788,0.9991903164206075
causal,9.999999999999999e-06,0.5045695302486419,1.0003811865659988
causal,1.623776739188721e-05,0.5040432164669036,0.999337694294038
causal,1.623776739188721e-05,0.5043622628211976,0.9999702492767394
causal,1.623776739188721e-05,0.5043594193458557,0.9999646116805987
causal,1.623776739188721e-05,0.5045469084739685,1.0003363356655117
causal,1.623776739188721e-05,0.5044823206901551,1.0002082811558048
causal,1.623776739188721e-05,0.5048406827926636,1.0009187852267722
causal,1.623776739188721e-05,0.5043879100799561,1.0000210986317062
causal,1.623776739188721e-05,0.5047168598175049,1.000673288486705
causal,1.623776739188721e-05,0.5044582908153534,1.0001606384956243
causal,1.623776739188721e-05,0.5045577199935913,1.0003577710479128
causal,2.6366508987303552e-05,0.5038813870429992,0.9990168443389742
causal,2.6366508987303552e-05,0.5044307351112366,1.0001060053750563
causal,2.6366508987303552e-05,0.504314585018158,0.9998757212200132
causal,2.6366508987303552e-05,0.5046895890235901,1.0006192202413202
causal,2.6366508987303552e-05,0.5043862827777863,1.0000178722726458
causal,2.6366508987303552e-05,0.5039684338092804,0.9991894269903605
causal,2.6366508987303552e-05,0.5045171960353851,1.0002774265107097
causal,2.6366508987303552e-05,0.5044659312725067,1.0001757867935985
causal,2.6366508987303552e-05,0.5040804191589355,0.9994114539465084
causal,2.6366508987303552e-05,0.5042516628265381,0.99975096898481
causal,4.281332398719396e-05,0.5050951742649078,1.0014233509322146
causal,4.281332398719396e-05,0.5043895544052124,1.000024358741468
causal,4.281332398719396e-05,0.5043370782852172,0.9999203173357942
causal,4.281332398719396e-05,0.5049534369945526,1.0011423365423273
causal,4.281332398719396e-05,0.5036398393630982,0.9985379415512602
causal,4.281332398719396e-05,0.5047348162174224,1.0007088896151501
causal,4.281332398719396e-05,0.5049094554901123,1.0010551369257012
causal,4.281332398719396e-05,0.5042926120281219,0.999832156627768
causal,4.281332398719396e-05,0.5045570928573608,1.0003565276607307
causal,4.281332398719396e-05,0.5040079976558686,0.9992678679691004
causal,6.951927961775604e-05,0.5039333960056305,0.9991199595384265
causal,6.951927961775604e-05,0.5040059708118438,0.9992638494612262
causal,6.951927961775604e-05,0.5045848423957825,1.0004115450855031
causal,6.951927961775604e-05,0.5033833763122558,0.9980294669095481
causal,6.951927961775604e-05,0.5056137977123261,1.0024515960175917
causal,6.951927961775604e-05,0.5037624393463135,0.9987810135350588
causal,6.951927961775604e-05,0.5043815432548523,1.0000084754912464
causal,6.951927961775604e-05,0.5052412763118744,1.001713019115373
causal,6.951927961775604e-05,0.5058605323791504,1.0029407827479975
causal,6.951927961775604e-05,0.504532549905777,1.000307867752521
causal,0.00011288378916846884,0.5059052664279938,1.0030294743914263
causal,0.00011288378916846884,0.5025932951450348,0.9964630181088079
causal,0.00011288378916846884,0.5030691285133362,0.9974064257484933
causal,0.00011288378916846884,0.506261670255661,1.0037360959027228
causal,0.00011288378916846884,0.5051859584331513,1.0016033435169909
causal,0.00011288378916846884,0.5046903592586517,1.000620747342381
causal,0.00011288378916846884,0.5055958425998688,1.0024159974417204
causal,0.00011288378916846884,0.5025150555610657,0.9963078969547245
causal,0.00011288378916846884,0.5066514441013337,1.00450887824262
causal,0.00011288378916846884,0.5048854412555694,1.0010075252745683
causal,0.00018329807108324357,0.5119103432655334,1.0149353972266748
causal,0.00018329807108324357,0.506071953201294,1.0033599547356846
causal,0.00018329807108324357,0.5055540591239929,1.0023331557307773
causal,0.00018329807108324357,0.5058222790718079,1.0028649401005618
causal,0.00018329807108324357,0.5065996678829193,1.0044062244918321
causal,0.00018329807108324357,0.5056245813369751,1.0024729760942217
causal,0.00018329807108324357,0.5049245333194733,1.001085030876728
causal,0.00018329807108324357,0.5117149755001068,1.014548052717588
causal,0.00018329807108324357,0.509262206697464,1.009685088114968
causal,0.00018329807108324357,0.5062293150424957,1.0036719470697126
causal,0.00029763514416313193,0.5185351331233978,1.0280699896692564
causal,0.00029763514416313193,0.5095703179836273,1.0102959627626988
causal,0.00029763514416313193,0.5023443942546845,0.995969536530752
causal,0.00029763514416313193,0.5280803278923034,1.0469947021151622
causal,0.00029763514416313193,0.5070242478370667,1.0052480149148741
causal,0.00029763514416313193,0.5131110800266265,1.0173160294166999
causal,0.00029763514416313193,0.5047509809970856,1.0007409386004547
causal,0.00029763514416313193,0.5068869427204132,1.0049757879029662
causal,0.00029763514416313193,0.5073547318935394,1.005903246776363
causal,0.00029763514416313193,0.5101897002696991,1.0115239766421202
causal,0.0004832930238571752,0.5164285762310028,1.0238934396454282
causal,0.0004832930238571752,0.5078741623401641,1.0069330918529709
causal,0.0004832930238571752,0.5189580300331116,1.0289084432162354
causal,0.0004832930238571752,0.5177330995559692,1.026479843527347
causal,0.0004832930238571752,0.5224647211074829,1.0358609593068746
causal,0.0004832930238571752,0.511322268295288,1.0137694545740656
causal,0.0004832930238571752,0.5280989336013794,1.0470315905917873
causal,0.0004832930238571752,0.5312502501964569,1.0532795260013537
causal,0.0004832930238571752,0.5177109368801117,1.0264359028558583
causal,0.0004832930238571752,0.5206018405437469,1.0321675324210646
causal,0.0007847599703514606,0.5858834173202515,1.1615975858061696
causal,0.0007847599703514606,0.5582954194068909,1.106900438172328
causal,0.0007847599703514606,0.5391789446830749,1.068999295672213
causal,0.0007847599703514606,0.5109077128887176,1.0129475392489014
causal,0.0007847599703514606,0.5558480082988739,1.1020480959648105
causal,0.0007847599703514606,0.516523219203949,1.0240810828618734
causal,0.0007847599703514606,0.5394153729915618,1.069468048574643
causal,0.0007847599703514606,0.5533855501651764,1.0971659208789635
causal,0.0007847599703514606,0.5165442670822143,1.0241228132878533
causal,0.0007847599703514606,0.5478295166492462,1.0861502905880742
causal,0.0012742749857031334,0.5843846775054932,1.158626119983604
causal,0.0012742749857031334,0.5927113341331482,1.1751349064598633
causal,0.0012742749857031334,0.5334139287471771,1.0575693278743488
causal,0.0012742749857031334,0.8503542989730835,1.6859488962581506
causal,0.0012742749857031334,0.6364211637020111,1.261795888836562
causal,0.0012742749857031334,0.5786578810691834,1.147271927804472
causal,0.0012742749857031334,0.6015996987819672,1.1927573593448704
causal,0.0012742749857031334,0.6746414147377015,1.33757299742077
causal,0.0012742749857031334,0.5905778166294098,1.1709049031719172
causal,0.0012742749857031334,0.5717256591320038,1.133527807338781
causal,0.00206913808111479,0.8850496038436889,1.754737295426094
causal,0.00206913808111479,0.7189897751331329,1.4254999583943666
causal,0.00206913808111479,0.7935402060508728,1.5733068394474976
causal,0.00206913808111479,0.8054631897926331,1.5969458582703575
causal,0.00206913808111479,1.3867979698181152,2.7495251207307683
causal,0.00206913808111479,0.749427940607071,1.4858479704487317
causal,0.00206913808111479,0.6661184938430786,1.320675088993027
causal,0.00206913808111479,0.843990831899643,1.6733324135734646
causal,0.00206913808111479,0.6544623066425324,1.297565032432989
causal,0.00206913808111479,0.8565745220184326,1.6982813771904517
causal,0.003359818286283781,1.0708820692062377,2.123176709732903
causal,0.003359818286283781,0.9966370341300964,1.9759753195706713
causal,0.003359818286283781,4.302234581756592,8.529794761213719
causal,0.003359818286283781,1.0867850193023683,2.154706580510529
causal,0.003359818286283781,1.8336044891357421,3.635382884952342
causal,0.003359818286283781,2.1125147996902465,4.188362426306162
causal,0.003359818286283781,0.9596791466712952,1.9027010271440374
causal,0.003359818286283781,1.1610512803077697,2.3019500541102778
causal,0.003359818286283781,1.0515699198722839,2.0848876143602193
